Category,Order Date,Segment,Number of Records,Sales Target (Sales Target)
Office Supplies,1/7/2016,Home Office,1,70
Technology,8/22/2016,Consumer,1,147
Furniture,4/30/2015,Consumer,1,637
Office Supplies,5/18/2014,Consumer,1,131
Office Supplies,11/5/2014,Consumer,1,96
Technology,8/7/2015,Consumer,1,100
Office Supplies,12/6/2014,Consumer,1,89
Office Supplies,6/5/2016,Corporate,1,390
Technology,6/17/2016,Consumer,1,10
Furniture,11/28/2016,Home Office,1,125
Office Supplies,2/5/2015,Corporate,1,102
Office Supplies,8/28/2016,Consumer,1,120
Technology,9/1/2016,Consumer,1,25
Office Supplies,4/25/2016,Consumer,1,126
Office Supplies,9/30/2015,Corporate,1,85
Technology,12/13/2016,Consumer,1,15
Furniture,5/1/2016,Home Office,1,157
Office Supplies,4/2/2015,Consumer,1,16
Office Supplies,2/5/2014,Corporate,1,234
Office Supplies,1/3/2015,Home Office,1,16
Technology,3/2/2014,Consumer,1,91
Technology,11/23/2016,Corporate,1,1564
Furniture,7/17/2016,Consumer,1,438
Furniture,10/29/2016,Corporate,1,10
Furniture,7/25/2015,Home Office,1,69
Office Supplies,8/24/2015,Consumer,1,460
Office Supplies,8/13/2014,Corporate,1,7
Technology,12/27/2015,Home Office,1,328
Office Supplies,6/17/2015,Consumer,1,40
Office Supplies,2/19/2015,Corporate,1,21
Furniture,4/18/2016,Consumer,1,1415
Furniture,8/21/2015,Corporate,1,268
Office Supplies,7/31/2016,Consumer,1,214
Office Supplies,6/30/2014,Corporate,1,23
Office Supplies,8/15/2015,Home Office,1,359
Technology,3/20/2015,Consumer,1,23
Technology,6/29/2014,Home Office,1,20
Furniture,12/27/2015,Consumer,1,1678
Office Supplies,12/10/2014,Consumer,1,440
Office Supplies,2/2/2014,Corporate,1,252
Technology,4/17/2015,Consumer,1,2090
Furniture,10/30/2015,Consumer,1,193
Office Supplies,2/5/2015,Consumer,1,7
Office Supplies,3/1/2014,Consumer,1,13
Technology,11/7/2015,Consumer,1,155
Furniture,11/16/2014,Consumer,1,5
Office Supplies,9/10/2016,Consumer,1,11
Technology,7/10/2016,Consumer,1,112
Furniture,4/21/2014,Corporate,1,1048
Office Supplies,9/18/2016,Consumer,1,58
Office Supplies,6/29/2015,Corporate,1,457
Technology,7/18/2015,Corporate,1,1520
Office Supplies,6/8/2014,Consumer,1,12
Office Supplies,1/4/2015,Corporate,1,162
Technology,4/25/2014,Corporate,1,128
Technology,7/15/2016,Home Office,1,344
Furniture,12/7/2015,Corporate,1,338
Office Supplies,8/26/2015,Consumer,1,212
Office Supplies,3/27/2014,Corporate,1,85
Office Supplies,6/21/2014,Home Office,1,510
Technology,11/15/2014,Home Office,1,278
Furniture,2/10/2016,Consumer,1,381
Furniture,5/13/2016,Corporate,1,650
Office Supplies,3/9/2014,Consumer,1,133
Office Supplies,9/26/2014,Corporate,1,255
Furniture,4/12/2015,Corporate,1,125
Furniture,9/25/2015,Home Office,1,84
Office Supplies,9/25/2014,Consumer,1,44
Office Supplies,9/17/2016,Home Office,1,10
Office Supplies,5/2/2016,Consumer,1,13
Office Supplies,9/25/2016,Corporate,1,42
Technology,12/28/2014,Consumer,1,36
Furniture,3/30/2016,Consumer,1,58
Technology,12/3/2016,Consumer,1,372
Office Supplies,2/17/2014,Home Office,1,21
Furniture,5/8/2014,Corporate,1,580
Office Supplies,10/31/2016,Corporate,1,655
Technology,7/26/2014,Corporate,1,224
Office Supplies,6/25/2014,Corporate,1,73
Technology,5/30/2016,Consumer,1,2955
Technology,3/22/2014,Corporate,1,2
Furniture,10/22/2014,Consumer,1,1962
Furniture,3/22/2015,Corporate,1,1458
Office Supplies,7/24/2016,Consumer,1,91
Office Supplies,1/9/2014,Corporate,1,579
Technology,5/13/2014,Consumer,1,698
Technology,8/21/2016,Corporate,1,242
Technology,7/3/2014,Home Office,1,81
Furniture,5/29/2015,Consumer,1,32
Furniture,9/24/2015,Corporate,1,58
Office Supplies,4/4/2014,Consumer,1,1106
Office Supplies,12/27/2016,Corporate,1,248
Office Supplies,5/12/2016,Home Office,1,71
Technology,10/28/2015,Consumer,1,1840
Technology,10/1/2014,Corporate,1,920
Furniture,10/15/2014,Consumer,1,98
Office Supplies,1/5/2014,Consumer,1,413
Technology,8/29/2015,Consumer,1,638
Technology,10/31/2015,Corporate,1,100
Technology,10/10/2015,Home Office,1,840
Furniture,8/11/2015,Consumer,1,1220
Office Supplies,7/20/2014,Consumer,1,575
Office Supplies,5/2/2015,Corporate,1,6
Office Supplies,10/19/2014,Home Office,1,6
Technology,4/21/2014,Consumer,1,729
Technology,11/11/2014,Corporate,1,84
Furniture,3/21/2016,Consumer,1,615
Furniture,10/26/2015,Home Office,1,117
Office Supplies,5/13/2014,Consumer,1,36
Office Supplies,1/27/2016,Corporate,1,73
Office Supplies,9/7/2016,Home Office,1,96
Technology,3/25/2014,Consumer,1,1181
Technology,5/18/2016,Home Office,1,4119
Furniture,8/7/2016,Consumer,1,428
Furniture,6/25/2016,Home Office,1,18
Office Supplies,9/19/2016,Consumer,1,1126
Technology,6/21/2015,Consumer,1,100
Technology,3/30/2015,Home Office,1,45
Office Supplies,3/13/2016,Consumer,1,40
Furniture,8/3/2015,Consumer,1,745
Office Supplies,6/24/2016,Consumer,1,554
Office Supplies,9/19/2014,Corporate,1,138
Technology,11/25/2014,Consumer,1,364
Furniture,10/29/2015,Consumer,1,238
Furniture,1/5/2015,Home Office,1,52
Office Supplies,12/28/2014,Consumer,1,508
Technology,7/3/2016,Consumer,1,669
Furniture,3/20/2014,Consumer,1,683
Office Supplies,12/12/2014,Consumer,1,740
Technology,6/22/2014,Consumer,1,570
Furniture,9/27/2015,Consumer,1,1342
Furniture,1/12/2016,Corporate,1,524
Office Supplies,9/3/2014,Consumer,1,1813
Office Supplies,5/4/2016,Corporate,1,2180
Office Supplies,2/5/2015,Home Office,1,409
Technology,7/18/2014,Consumer,1,988
Technology,1/15/2016,Corporate,1,88
Technology,2/23/2016,Home Office,1,501
Furniture,3/8/2014,Consumer,1,556
Furniture,5/9/2014,Corporate,1,68
Office Supplies,6/9/2014,Consumer,1,62
Office Supplies,7/18/2015,Corporate,1,70
Technology,7/13/2015,Consumer,1,115
Technology,2/19/2014,Corporate,1,68
Furniture,1/8/2015,Home Office,1,64
Office Supplies,9/11/2016,Consumer,1,102
Office Supplies,5/6/2014,Corporate,1,21
Office Supplies,10/28/2014,Home Office,1,12
Technology,4/23/2016,Consumer,1,866
Furniture,7/27/2016,Consumer,1,10
Office Supplies,11/30/2014,Consumer,1,898
Office Supplies,12/18/2014,Corporate,1,11
Technology,4/11/2015,Consumer,1,803
Furniture,11/28/2014,Consumer,1,38
Furniture,6/6/2014,Corporate,1,275
Office Supplies,3/9/2014,Corporate,1,368
Office Supplies,7/13/2016,Home Office,1,275
Technology,11/6/2016,Corporate,1,79
Technology,4/28/2015,Home Office,1,279
Furniture,11/26/2016,Consumer,1,4153
Furniture,12/7/2015,Corporate,1,122
Furniture,2/5/2016,Home Office,1,509
Office Supplies,6/30/2015,Consumer,1,2259
Office Supplies,6/6/2015,Corporate,1,4086
Office Supplies,10/29/2016,Home Office,1,37
Technology,3/22/2015,Corporate,1,109
Furniture,5/18/2016,Consumer,1,894
Furniture,4/14/2016,Corporate,1,1286
Office Supplies,1/30/2014,Consumer,1,511
Office Supplies,11/2/2014,Corporate,1,113
Technology,11/4/2014,Consumer,1,528
Furniture,10/5/2016,Corporate,1,893
Office Supplies,2/12/2014,Consumer,1,210
Office Supplies,6/3/2016,Corporate,1,260
Office Supplies,10/11/2015,Home Office,1,179
Technology,1/4/2014,Consumer,1,4439
Technology,5/1/2014,Home Office,1,601
Office Supplies,5/26/2015,Corporate,1,80
Technology,5/24/2014,Corporate,1,834
Office Supplies,2/14/2016,Corporate,1,911
Office Supplies,9/12/2015,Home Office,1,6
Technology,10/28/2014,Corporate,1,296
Technology,8/29/2014,Home Office,1,91
Office Supplies,8/17/2014,Consumer,1,63
Office Supplies,11/13/2016,Corporate,1,1084
Office Supplies,8/30/2015,Home Office,1,10
Furniture,10/10/2015,Consumer,1,966
Furniture,11/28/2014,Corporate,1,171
Office Supplies,7/5/2014,Consumer,1,56
Office Supplies,4/18/2014,Corporate,1,101
Office Supplies,12/3/2016,Home Office,1,25
Technology,7/4/2016,Consumer,1,30
Technology,5/30/2014,Corporate,1,6
Furniture,12/9/2015,Consumer,1,314
Furniture,8/21/2016,Corporate,1,538
Furniture,6/1/2015,Home Office,1,98
Office Supplies,10/18/2014,Consumer,1,629
Office Supplies,1/20/2015,Corporate,1,1279
Office Supplies,4/16/2015,Home Office,1,6
Technology,6/30/2016,Consumer,1,1372
Technology,6/29/2016,Corporate,1,1050
Furniture,12/26/2015,Consumer,1,802
Furniture,7/28/2016,Corporate,1,1336
Furniture,6/5/2016,Home Office,1,284
Office Supplies,11/7/2016,Consumer,1,55
Office Supplies,9/24/2015,Corporate,1,390
Office Supplies,8/4/2015,Home Office,1,1185
Technology,12/7/2014,Consumer,1,486
Technology,6/3/2014,Corporate,1,27
Furniture,8/20/2016,Consumer,1,19
Office Supplies,9/16/2016,Consumer,1,705
Office Supplies,6/23/2015,Corporate,1,57
Office Supplies,5/1/2015,Home Office,1,82
Technology,7/30/2014,Consumer,1,783
Furniture,10/7/2014,Corporate,1,218
Office Supplies,3/21/2015,Consumer,1,4
Furniture,5/23/2015,Corporate,1,382
Furniture,6/14/2014,Home Office,1,411
Office Supplies,12/5/2014,Consumer,1,66
Office Supplies,11/29/2016,Corporate,1,228
Office Supplies,9/10/2014,Home Office,1,54
Technology,1/9/2015,Consumer,1,1059
Office Supplies,2/11/2015,Consumer,1,53
Office Supplies,1/16/2015,Corporate,1,12
Technology,12/19/2015,Consumer,1,570
Office Supplies,3/16/2014,Consumer,1,114
Office Supplies,6/20/2016,Corporate,1,7
Technology,6/25/2014,Consumer,1,102
Furniture,10/6/2015,Consumer,1,3609
Furniture,10/20/2015,Corporate,1,735
Office Supplies,2/7/2016,Consumer,1,89
Technology,4/20/2015,Consumer,1,894
Furniture,9/6/2015,Consumer,1,928
Furniture,2/2/2016,Corporate,1,423
Office Supplies,12/27/2016,Consumer,1,42
Office Supplies,5/21/2016,Corporate,1,169
Technology,12/20/2015,Consumer,1,120
Technology,2/25/2014,Corporate,1,130
Office Supplies,12/5/2015,Corporate,1,28
Technology,10/24/2015,Consumer,1,523
Technology,3/14/2014,Corporate,1,120
Office Supplies,4/29/2014,Consumer,1,398
Office Supplies,8/5/2014,Corporate,1,1715
Technology,11/6/2014,Corporate,1,785
Furniture,6/27/2015,Consumer,1,499
Office Supplies,12/6/2015,Consumer,1,133
Office Supplies,9/27/2014,Corporate,1,1085
Technology,3/15/2016,Consumer,1,36
Office Supplies,9/22/2015,Consumer,1,123
Office Supplies,10/17/2016,Home Office,1,391
Furniture,12/1/2014,Consumer,1,586
Furniture,5/12/2015,Corporate,1,122
Office Supplies,6/19/2016,Consumer,1,149
Office Supplies,9/25/2015,Corporate,1,65
Technology,8/28/2015,Consumer,1,146
Office Supplies,3/5/2015,Consumer,1,32
Office Supplies,7/28/2015,Corporate,1,416
Technology,4/5/2015,Consumer,1,983
Furniture,11/18/2016,Corporate,1,349
Office Supplies,2/7/2016,Consumer,1,100
Office Supplies,10/4/2015,Corporate,1,124
Furniture,6/15/2015,Consumer,1,4555
Office Supplies,8/7/2014,Consumer,1,34
Office Supplies,5/7/2016,Corporate,1,189
Furniture,5/4/2015,Corporate,1,193
Office Supplies,11/26/2015,Consumer,1,88
Office Supplies,9/23/2015,Corporate,1,19
Furniture,7/27/2014,Consumer,1,278
Office Supplies,3/25/2015,Consumer,1,11
Office Supplies,3/14/2016,Corporate,1,9
Technology,3/19/2016,Consumer,1,6423
Furniture,6/29/2016,Consumer,1,793
Furniture,2/7/2014,Corporate,1,468
Technology,4/13/2014,Consumer,1,44
Furniture,2/27/2015,Consumer,1,92
Furniture,9/13/2016,Corporate,1,2345
Furniture,1/20/2014,Home Office,1,249
Office Supplies,11/7/2014,Consumer,1,32
Office Supplies,7/21/2016,Corporate,1,117
Technology,3/22/2015,Consumer,1,462
Technology,11/6/2014,Home Office,1,1002
Office Supplies,10/4/2015,Consumer,1,50
Furniture,4/8/2015,Consumer,1,1601
Office Supplies,9/8/2015,Consumer,1,211
Office Supplies,3/30/2016,Corporate,1,37
Technology,9/1/2016,Consumer,1,492
Technology,3/28/2016,Corporate,1,692
Furniture,11/8/2014,Consumer,1,976
Furniture,12/6/2016,Corporate,1,188
Furniture,6/18/2016,Home Office,1,2538
Office Supplies,11/18/2016,Consumer,1,2152
Office Supplies,1/7/2016,Home Office,1,187
Technology,5/18/2016,Consumer,1,556
Furniture,6/5/2014,Consumer,1,1651
Office Supplies,6/14/2015,Consumer,1,17
Office Supplies,6/11/2014,Home Office,1,19
Office Supplies,11/12/2016,Consumer,1,266
Office Supplies,3/24/2015,Home Office,1,559
Furniture,5/31/2015,Consumer,1,56
Furniture,11/4/2016,Corporate,1,47
Office Supplies,5/9/2014,Consumer,1,671
Office Supplies,9/8/2016,Corporate,1,63
Furniture,6/17/2015,Consumer,1,28
Furniture,2/13/2015,Corporate,1,257
Furniture,9/21/2015,Home Office,1,26
Office Supplies,3/21/2014,Consumer,1,21
Office Supplies,11/16/2015,Corporate,1,156
Office Supplies,4/3/2014,Home Office,1,348
Technology,11/24/2015,Home Office,1,1139
Furniture,2/2/2014,Consumer,1,3
Furniture,12/21/2016,Corporate,1,712
Furniture,7/2/2014,Home Office,1,583
Office Supplies,8/22/2015,Consumer,1,568
Office Supplies,5/26/2014,Corporate,1,118
Furniture,4/17/2016,Consumer,1,468
Furniture,5/24/2016,Home Office,1,783
Office Supplies,3/19/2015,Consumer,1,1113
Office Supplies,9/7/2014,Corporate,1,21
Office Supplies,5/18/2014,Home Office,1,111
Technology,2/15/2014,Corporate,1,548
Office Supplies,8/31/2015,Consumer,1,1155
Office Supplies,1/26/2016,Corporate,1,2870
Furniture,12/17/2014,Consumer,1,40
Furniture,11/12/2016,Corporate,1,102
Furniture,9/10/2016,Home Office,1,9
Office Supplies,10/31/2014,Consumer,1,176
Office Supplies,11/30/2016,Corporate,1,292
Technology,10/7/2014,Consumer,1,478
Technology,12/23/2015,Corporate,1,902
Furniture,11/24/2015,Corporate,1,482
Office Supplies,11/20/2015,Consumer,1,217
Office Supplies,2/23/2016,Corporate,1,571
Technology,5/14/2015,Consumer,1,30
Technology,6/11/2015,Corporate,1,779
Furniture,4/22/2015,Corporate,1,1337
Furniture,12/29/2014,Home Office,1,1041
Office Supplies,9/8/2014,Corporate,1,90
Office Supplies,12/3/2016,Home Office,1,232
Technology,4/14/2016,Corporate,1,71
Technology,2/7/2016,Home Office,1,2392
Furniture,1/15/2016,Corporate,1,434
Office Supplies,8/25/2016,Corporate,1,143
Technology,3/10/2016,Corporate,1,1166
Furniture,4/6/2014,Consumer,1,1177
Office Supplies,9/20/2015,Consumer,1,7
Office Supplies,4/18/2016,Corporate,1,9
Technology,11/30/2016,Consumer,1,363
Furniture,11/10/2016,Corporate,1,210
Office Supplies,2/16/2014,Corporate,1,66
Furniture,7/14/2014,Home Office,1,61
Office Supplies,10/15/2015,Corporate,1,95
Office Supplies,6/6/2016,Home Office,1,132
Office Supplies,10/29/2014,Corporate,1,31
Office Supplies,7/28/2014,Consumer,1,357
Furniture,12/12/2016,Consumer,1,967
Office Supplies,10/20/2015,Corporate,1,404
Technology,5/31/2016,Corporate,1,360
Furniture,5/8/2015,Consumer,1,472
Office Supplies,5/23/2014,Consumer,1,71
Office Supplies,1/16/2015,Corporate,1,10
Furniture,11/17/2014,Home Office,1,260
Office Supplies,3/3/2016,Consumer,1,95
Office Supplies,9/5/2014,Corporate,1,7
Furniture,1/1/2014,Consumer,1,1304
Furniture,1/2/2014,Consumer,1,385
Furniture,1/3/2014,Consumer,1,9
Furniture,1/4/2014,Consumer,1,76
Furniture,1/4/2014,Consumer,1,143
Furniture,1/10/2014,Consumer,1,436
Furniture,1/11/2014,Consumer,1,171
Furniture,1/11/2014,Consumer,1,525
Furniture,1/17/2014,Consumer,1,9
Furniture,1/19/2014,Consumer,1,187
Furniture,1/20/2014,Consumer,1,35
Furniture,1/20/2014,Consumer,1,2654
Furniture,1/23/2014,Consumer,1,421
Furniture,1/23/2014,Consumer,1,473
Furniture,1/24/2014,Consumer,1,16
Furniture,1/27/2014,Consumer,1,1444
Furniture,2/1/2014,Consumer,1,729
Furniture,2/6/2014,Consumer,1,2727
Furniture,2/8/2014,Consumer,1,237
Furniture,2/9/2014,Consumer,1,528
Furniture,2/9/2014,Consumer,1,916
Furniture,2/10/2014,Consumer,1,52
Furniture,2/11/2014,Consumer,1,216
Furniture,2/16/2014,Consumer,1,601
Furniture,2/17/2014,Consumer,1,17
Furniture,2/20/2014,Consumer,1,113
Furniture,2/20/2014,Consumer,1,228
Furniture,2/23/2014,Consumer,1,2721
Furniture,2/25/2014,Consumer,1,790
Furniture,2/26/2014,Consumer,1,240
Furniture,3/1/2014,Consumer,1,328
Furniture,3/6/2014,Consumer,1,894
Furniture,3/8/2014,Consumer,1,63
Furniture,3/8/2014,Consumer,1,4083
Furniture,3/9/2014,Consumer,1,3738
Furniture,3/13/2014,Consumer,1,833
Furniture,3/15/2014,Consumer,1,1126
Furniture,3/17/2014,Consumer,1,57
Furniture,3/18/2014,Consumer,1,1921
Furniture,3/23/2014,Consumer,1,554
Furniture,3/23/2014,Consumer,1,3239
Furniture,3/25/2014,Consumer,1,324
Furniture,3/26/2014,Consumer,1,400
Furniture,3/28/2014,Consumer,1,39
Furniture,3/31/2014,Consumer,1,25
Furniture,4/5/2014,Consumer,1,94
Furniture,4/17/2014,Consumer,1,725
Furniture,4/21/2014,Consumer,1,166
Furniture,4/21/2014,Consumer,1,270
Furniture,4/22/2014,Consumer,1,214
Furniture,4/22/2014,Consumer,1,592
Furniture,4/27/2014,Consumer,1,776
Furniture,4/30/2014,Consumer,1,105
Furniture,4/30/2014,Consumer,1,987
Furniture,5/1/2014,Consumer,1,75
Furniture,5/5/2014,Consumer,1,68
Furniture,5/6/2014,Consumer,1,223
Furniture,5/14/2014,Consumer,1,977
Furniture,5/15/2014,Consumer,1,832
Furniture,5/16/2014,Consumer,1,96
Furniture,5/16/2014,Consumer,1,487
Furniture,5/19/2014,Consumer,1,696
Furniture,5/21/2014,Consumer,1,28
Furniture,5/22/2014,Consumer,1,491
Furniture,5/22/2014,Consumer,1,925
Furniture,5/23/2014,Consumer,1,38
Furniture,5/23/2014,Consumer,1,912
Furniture,5/30/2014,Consumer,1,18
Furniture,5/30/2014,Consumer,1,73
Furniture,6/8/2014,Consumer,1,361
Furniture,6/10/2014,Consumer,1,1182
Furniture,6/11/2014,Consumer,1,286
Furniture,6/13/2014,Consumer,1,31
Furniture,6/15/2014,Consumer,1,123
Furniture,6/16/2014,Consumer,1,507
Furniture,6/17/2014,Consumer,1,508
Furniture,6/19/2014,Consumer,1,11
Furniture,6/20/2014,Consumer,1,1514
Furniture,6/21/2014,Consumer,1,53
Furniture,6/21/2014,Consumer,1,825
Furniture,6/23/2014,Consumer,1,227
Furniture,6/24/2014,Consumer,1,176
Furniture,6/26/2014,Consumer,1,78
Furniture,6/27/2014,Consumer,1,86
Furniture,6/27/2014,Consumer,1,201
Furniture,7/1/2014,Consumer,1,81
Furniture,7/1/2014,Consumer,1,685
Furniture,7/3/2014,Consumer,1,223
Furniture,7/4/2014,Consumer,1,27
Furniture,7/7/2014,Consumer,1,46
Furniture,7/11/2014,Consumer,1,8
Furniture,7/11/2014,Consumer,1,315
Furniture,7/18/2014,Consumer,1,803
Furniture,7/21/2014,Consumer,1,579
Furniture,7/22/2014,Consumer,1,376
Furniture,7/25/2014,Consumer,1,42
Furniture,7/28/2014,Consumer,1,1547
Furniture,7/30/2014,Consumer,1,7
Furniture,7/31/2014,Consumer,1,80
Furniture,8/6/2014,Consumer,1,4947
Furniture,8/8/2014,Consumer,1,31
Furniture,8/8/2014,Consumer,1,482
Furniture,8/10/2014,Consumer,1,18
Furniture,8/12/2014,Consumer,1,40
Furniture,8/22/2014,Consumer,1,780
Furniture,8/24/2014,Consumer,1,258
Furniture,8/25/2014,Consumer,1,376
Furniture,8/29/2014,Consumer,1,343
Furniture,9/2/2014,Consumer,1,43
Furniture,9/8/2014,Consumer,1,693
Furniture,9/13/2014,Consumer,1,63
Furniture,9/13/2014,Consumer,1,347
Furniture,9/13/2014,Consumer,1,959
Furniture,9/18/2014,Consumer,1,186
Furniture,9/25/2014,Consumer,1,174
Furniture,9/25/2014,Consumer,1,945
Furniture,10/1/2014,Consumer,1,26
Furniture,10/2/2014,Consumer,1,113
Furniture,10/6/2014,Consumer,1,106
Furniture,10/7/2014,Consumer,1,3
Furniture,10/7/2014,Consumer,1,289
Furniture,10/12/2014,Consumer,1,364
Furniture,10/12/2014,Consumer,1,704
Furniture,10/12/2014,Consumer,1,1322
Furniture,10/12/2014,Consumer,1,1824
Furniture,10/16/2014,Consumer,1,1361
Furniture,10/18/2014,Consumer,1,92
Furniture,10/18/2014,Consumer,1,266
Furniture,10/19/2014,Consumer,1,766
Furniture,10/26/2014,Consumer,1,41
Furniture,10/29/2014,Consumer,1,71
Furniture,11/6/2014,Consumer,1,695
Furniture,11/10/2014,Consumer,1,943
Furniture,11/14/2014,Consumer,1,7
Furniture,11/15/2014,Consumer,1,643
Furniture,11/17/2014,Consumer,1,223
Furniture,11/17/2014,Consumer,1,716
Furniture,11/19/2014,Consumer,1,67
Furniture,11/21/2014,Consumer,1,266
Furniture,11/21/2014,Consumer,1,390
Furniture,11/22/2014,Consumer,1,295
Furniture,11/22/2014,Consumer,1,794
Furniture,11/22/2014,Consumer,1,1622
Furniture,11/29/2014,Consumer,1,169
Furniture,12/1/2014,Consumer,1,846
Furniture,12/5/2014,Consumer,1,489
Furniture,12/5/2014,Consumer,1,1130
